subject,campus_suffix,course_number,credits,title,description,prerequisite_raw,corequisite_raw,exclusion_raw
BIOL,_V,460,3,Neurobiology of Vision,"Advanced investigation of animal vision; critical analysis of recent literature and research project development in visual neurobiology. [3-0-0] Prerequisite: One of BIOL 372, CAPS 301, PSYC 304, PSYC 367, PSYC 370.","One of BIOL 372, CAPS 301, PSYC 304, PSYC 367, PSYC 370.",,
BIOL,_V,462,3,Ecological Plant Biochemistry,"The structure, biosynthesis, distribution and biological function of secondary plant metabolites. [3-0-0] Prerequisite: All of BIOL_V 200, BIOL_V 201, BIOL_V 209 or BIOL_V 210 is recommended. Equivalency: FRST_V 413.","All of BIOL_V 200, BIOL_V 201, BIOL_V 209 or BIOL_V 210 is recommended. Equivalency: FRST_V 413.",,
BIOL,_V,463,3,Gene Regulation in Development,"Control of gene expression in development; the genetic and physiological basis of epigenetic determination; inductive interactions. [3-0-0] Prerequisite: Either (a) BIOL 335 and one of BIOL 201, BIOC 202, BIOC 203; or (b) BIOT 380.","Either (a) BIOL 335 and one of BIOL 201, BIOC 202, BIOC 203; or (b) BIOT 380.",,
BIOL,_V,464,3,Animal Developmental Genetics,Role of genes in embryonic development. Emphasis on tissue specific expression patterns and the role of genetic networks in establishing cell types. [3-0-0] Prerequisite: BIOL 463,BIOL 463,,
BIOL,_V,465,3,Diversity and Evolution of Fishes,"Introduction to fish diversity, with a focus on their phylogenetic interrelationships and the evolutionary, ecological, and biogeographic processes involved in generating patterns of fish biodiversity. [2-3-0] Prerequisite: BIOL 204",BIOL 204,,
BIOL,_V,466,3,Applied Biology of Fishes,Physiological ecology and exploitation biology of teleost fishes; computer-based analysis and modeling of fish populations. Prerequisite: BIOL 465,BIOL 465,,
BIOL,_V,490,3,Student Directed Seminars,"Self-directed, collaborative studies, in a group-learning environment, initiated and coordinated by senior undergraduate students with the supervision of a faculty advisor. Course structure, enrolment, and delivery methods will comply with the Handbook for Student Directed Seminars. Normally not suitable as a specific BIOL program elective. [3-0] Prerequisite: 3rd-year class standing or higher.",3rd-year class standing or higher.,,
BIOL,_V,498,3,Co-operative Work Placement III,"Work experience in an industrial research setting, taken during the Summer Session (Terms 1 and 2) following fourth-year. Restricted to students admitted to the Co-operative Education Program in Biology. This course is not eligible for Credit/D/Fail grading.",,,
BIOL,_V,499,3,Co-operative Work Placement IV,"Work experience in an industrial research setting, taken during the Winter Session (Terms 1 and 2) following fourth-year. Restricted to students admitted to the Co-operative Education Program in Biology. Prerequisite: One of BIOL_V 399, BIOL_V 498. This course is not eligible for Credit/D/Fail grading.","One of BIOL_V 399, BIOL_V 498. This course is not eligible for Credit/D/Fail grading.",,
BIOL,_V,501,3,Quantitative Methods in Ecology and Evolution,Prerequisite: BIOL 300 or equivalent and graduate student standing. This course is not eligible for Credit/D/Fail grading.,BIOL 300 or equivalent and graduate student standing. This course is not eligible for Credit/D/Fail grading.,,
BIOL,_V,503,3,Microbial Ecology,"Theoretical and applied ecology of microbes. Focus on microbial symbionts of animals, plants and seaweeds. Critical analysis of microbial ecological literature and computational analysis of ecological data. Please consult the Faculty of Science Credit Exclusion Lists: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… . [2-3-0] This course is not eligible for Credit/D/Fail grading.",,,
BIOL,_V,509,3,Population and Quantitative Genetics,Please consult the Faculty of Science Credit Exclusion Lists: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… This course is not eligible for Credit/D/Fail grading.,,,
BIOL,_V,510,3,Applied Population Genetics,Equivalency: FRST510 This course is not eligible for Credit/D/Fail grading.,,,
BIOL,_V,530,3,The Biology of the Cell,This course is not eligible for Credit/D/Fail grading.,,,
BIOL,_V,533,3,Plant Genetics,Emphasis on molecular aspects. Systems and techniques for genetic analysis in plants; isolation and regulation of plant genes; genetic dissection of plant-specific processes; transposable elements; gene transfer in plants; cytoplasmic inheritance; genetic engineering. Please consult the Faculty of Science Credit Exclusion Lists: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [3-0-0] Prerequisite: BIOL 335. This course is not eligible for Credit/D/Fail grading.,BIOL 335. This course is not eligible for Credit/D/Fail grading.,,
BIOL,_V,535,3,Teaching and Learning in the Life Sciences,This course is not eligible for Credit/D/Fail grading.,,,
BIOL,_V,537,3,Topics in Biotechnology,"Research reviews, class discussions, and presentations about current research in the diverse areas of biotechnology. Topics include the research interests of members of the UBC Biotechnology Laboratory. [1.5-0] This course is not eligible for Credit/D/Fail grading.",,,
BIOL,_V,539,3,Advanced Microscopy Techniques,"Microscopy techniques used in biological research. Principles, applications and hands-on training of optical and electron microscopy. Please consult the Faculty of Science Credit Exclusion Lists: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [2-4-0] This course is not eligible for Credit/D/Fail grading.",,,
BIOL,_V,560,3,Theory of Adaptive Dynamics and Evolutionary Games,Consult the credit exclusion list within the Faculty of Science section of the Academic Calendar: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… . Credit will be granted for only one of BIOL 560 or BIOL 401. [3-0-0] Prerequisite: An introductory course in the mathematical treatment of population biology as well as a course in integral calculus. This course is not eligible for Credit/D/Fail grading.,An introductory course in the mathematical treatment of population biology as well as a course in integral calculus. This course is not eligible for Credit/D/Fail grading.,,Consult the credit exclusion list within the Faculty of Science section of the Academic Calendar: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… . Credit will be granted for only one of BIOL 560 or BIOL 401. [3-0-0] Prerequisite: An introductory course in the mathematical treatment of population biology as well as a course in integral calculus. This course is not eligible for Credit/D/Fail grading.
BIOT,_V,201,0,Lab Safety,Enrolment limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 1371.,,,
BIOT,_V,203,2,Introduction to Biotechnology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 3210.,,,
BIOT,_V,205,3,Microbiology I,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 3201.,,,
BIOT,_V,206,3,Microbiology II,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 4201.,,,
BIOT,_V,207,3,Principles of Animal Physiology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 3260.,,,
BIOT,_V,208,2,Plant Anatomy and Physiology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 4260.,,,
BIOT,_V,210,3,Animal Cell Biotechnology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 4230.,,,
BIOT,_V,221,3,Organic Chemistry I for Biotechnology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT CHEM 3338.,,,
BIOT,_V,222,3,Organic Chemistry II for Biotechnology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT CHEM 4438.,,,
BIOT,_V,231,2,Communications for Biotechnology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT COMM 3343.,,,
BIOT,_V,232,0,Communication Workshop,Enrolment limited to students in the Joint Degree Program in Biotechnology. Same as BCIT COMM 4443.,,,
BIOT,_V,241,1,Basic Statistics and Information Technology for Biotechnology,Enrolment limited to students in the Joint Degree Program in Biotechnology. Same as BCIT MATH 2444.,,,
BIOT,_V,242,2,Inferential Statistics and Research Methodology for Biotechnology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT MATH 4442.,,,
BIOT,_V,280,0,Introductory Biotechnology,"Block registration for the biotechnology, microbiology, physiology, communication for biotechnology, organic chemistry, information technology, plant anatomy, plant physiology and cell biology courses taken in the Joint BCIT/UBC Degree in Biotechnology. Credit limited to students in the Joint Degree Program. This course is not eligible for Credit/D/Fail grading.",,,
BIOT,_V,306,2,Microbiology III,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 6201.,,,
BIOT,_V,307,3,Molecular Genetics I,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 5220.,,,
BIOT,_V,308,3,Molecular Genetics II,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 6220.,,,
BIOT,_V,309,2,Advanced Plant Cell Biotechnology,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 5230.,,,
BIOT,_V,310,2,Process Systems,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 5361.,,,
BIOT,_V,311,3,Biochemistry I,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 5240.,,,
BIOT,_V,312,3,Biochemistry II,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 6240.,,,
BIOT,_V,313,3,Introduction to Pharmaceutical Development,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 5250.,,,
BIOT,_V,323,2,Analytical Chemistry I,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT CHEM 5509.,,,
BIOT,_V,324,2,Analytical Chemistry II,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT CHEM 6609.,,,
BIOT,_V,331,3,Critical Reading & Writing,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT LIBS 7001.,,,
BIOT,_V,351,0,Management Skills and Applications,Enrolment limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BUSA 7250.,,,
BIOT,_V,352,2,Management and Regulatory Affairs,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT BIOT 6270.,,,
BIOT,_V,361,3,Applied Ethics,Credit limited to students in the Joint Degree Program in Biotechnology. Same as BCIT LIBS 7002.,,,
BIOT,_V,380,0,Advanced Biotechnology,"Block registration for the microbiology, molecular genetics, biochemistry, management and regulatory affairs, process systems, analytical chemistry and communication courses taken in the BCIT/UBC Joint Degree in Biotechnology. Credit limited to students in the Joint Degree Program. This course is not eligible for Credit/D/Fail grading.",,,
BIOT,_V,398,3,Co-operative Work Placement I,Credit limited to students in the Joint Degree Program in Biotechnology.,,,
BIOT,_V,399,3,Co-operative Work Placement II,Credit limited to students in the Joint Degree Program in Biotechnology.,,,
BMEG,_V,101,3,Introduction to Biomedical Engineering,Foundational material spanning the four streams of the BMEG undergraduate program. Topics include: sensors and instrumentation; biosignals; physiological modeling; biomechanics; biomaterials; cellular engineering; regenerative medicine; and engineering design in these contexts. [3-0-2*] Prerequisite: APSC 100. Corequisite: BMEG 102.,APSC 100. Corequisite: BMEG 102.,BMEG 102.,
BMEG,_V,102,2,Biomedical Engineering Lab,"Introduction to the breadth of laboratory and experimental techniques in biomedical engineering. Hydrogel design, genetic engineering of bacteria, bioinformatics pipeline construction, electrical instrumentation, and bioreactor design. Credit will only be granted for one of BMEG_V 102 and BMEG_V 200. [1-2-0] Prerequisite: One of PHYS 12, PHYS_V 100 Corequisite: BMEG_V 101. This course is not eligible for Credit/D/Fail grading.","One of PHYS 12, PHYS_V 100 Corequisite: BMEG_V 101. This course is not eligible for Credit/D/Fail grading.",BMEG_V 101. This course is not eligible for Credit/D/Fail grading.,"Introduction to the breadth of laboratory and experimental techniques in biomedical engineering. Hydrogel design, genetic engineering of bacteria, bioinformatics pipeline construction, electrical instrumentation, and bioreactor design. Credit will only be granted for one of BMEG_V 102 and BMEG_V 200. [1-2-0] Prerequisite: One of PHYS 12, PHYS_V 100 Corequisite: BMEG_V 101. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,200,1,Biomedical Engineering Bridge Module,"Core concepts of biomedical engineering with a focus on advanced biological concepts that are inherent in biomechanics analysis, biomaterials signals and systems, bioinformatics and cellular bioengineering. Credit will only be granted for one of BMEG 102 and BMEG 200. Prerequisite: All of APSC 101, PHYS 159. This course is not eligible for Credit/D/Fail grading.","All of APSC 101, PHYS 159. This course is not eligible for Credit/D/Fail grading.",,"Core concepts of biomedical engineering with a focus on advanced biological concepts that are inherent in biomechanics analysis, biomaterials signals and systems, bioinformatics and cellular bioengineering. Credit will only be granted for one of BMEG 102 and BMEG 200. Prerequisite: All of APSC 101, PHYS 159. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,201,3,Technical Communication for Biomedical Engineers,"Report preparation, business correspondence, and oral presentation in biomedical engineering specific cases and projects. Credit will be granted for only one of BMEG 201 or APSC 201. [3-0-0] Prerequisite: One of APSC 176, ENGL 110, ENGL 111, ENGL 112, ENGL 120, ENGL 121, WRDS 150. This course is not eligible for Credit/D/Fail grading.","One of APSC 176, ENGL 110, ENGL 111, ENGL 112, ENGL 120, ENGL 121, WRDS 150. This course is not eligible for Credit/D/Fail grading.",,"Report preparation, business correspondence, and oral presentation in biomedical engineering specific cases and projects. Credit will be granted for only one of BMEG 201 or APSC 201. [3-0-0] Prerequisite: One of APSC 176, ENGL 110, ENGL 111, ENGL 112, ENGL 120, ENGL 121, WRDS 150. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,210,3,Thermodynamics in Biomedical Engineering,"Work, heat and energy; material and energy balances; the first law and second law of thermodynamics; entropy and process reversibility; availability (energy) analysis; Hess's Law; thermodynamic properties of fluids; and applications to biomedical systems. [3-0-2] Prerequisite: PHYS 157. CHEM 123 is recommended This course is not eligible for Credit/D/Fail grading.",PHYS 157. CHEM 123 is recommended This course is not eligible for Credit/D/Fail grading.,,
BMEG,_V,220,4,Circuits and Electromagnetics with Application to Biomedical Engineering,"Electromagnetic phenomena in the body; bioinstrumentation; electrostatic and electromagnetic fields, forces, capacitance and inductance; bio-effects of electromagnetic fields; and modelling electrical components of physiological and biomedical systems. [4-0-2*] Prerequisite: All of PHYS 158, MATH 253, MATH 256. Corequisite: MATH 264. This course is not eligible for Credit/D/Fail grading.","All of PHYS 158, MATH 253, MATH 256. Corequisite: MATH 264. This course is not eligible for Credit/D/Fail grading.",MATH 264. This course is not eligible for Credit/D/Fail grading.,
BMEG,_V,230,4,Biomechanics I,"Integrating the study of two dimensional movement of animals and humans with the study of the manner in which forces on biomechanical structures such as bones, ligaments, tendons, muscles and joints cause motion. Techniques of solid mechanics and two dimensional rigid body dynamics. Students who have received credit for MECH 435 cannot also receive credit for BMEG 230 or BMEG 330. [4-2*-2*] Prerequisite: Either (a) all of BMEG 101, PHYS 170 or (b) all of APSC 101, BMEG 200, PHYS 170. This course is not eligible for Credit/D/Fail grading.","Either (a) all of BMEG 101, PHYS 170 or (b) all of APSC 101, BMEG 200, PHYS 170. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,245,4,The Fundamental Units of Life: From Cells To Systems,"The structure and function of cells and how they are organized to generate tissues and organ systems [3-3*-0] Prerequisite: One of CHEM 12, CHEM 100. BIOL 12 strongly recommended","One of CHEM 12, CHEM 100. BIOL 12 strongly recommended",,
BMEG,_V,250,4,Cellular Physiology and Biophysics,"Cellular structure and mechanisms of membrane transport, signal transduction, muscle mechanochemistry and neurotransmission. Structure and hierarchical organization up to the level of tissues. Light and electron microscopy. [3-1-0] Prerequisite: All of BMEG 245, MATH 256. This course is not eligible for Credit/D/Fail grading.","All of BMEG 245, MATH 256. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,257,4,Biomedical Engineering Design I,"Engineering design process for biomedical technologies. Practical skills in engineering design, computer aided design, electronic circuits, programming, and rapid prototyping in the context of biomedical technologies. Introduction to broader ethical and sustainability considerations for biomedical technology design. [2-4-0] Prerequisite: Either (a) all of BMEG 101, BMEG 102 or (b) all of APSC 101, BMEG 200, PHYS 159. This course is not eligible for Credit/D/Fail grading.","Either (a) all of BMEG 101, BMEG 102 or (b) all of APSC 101, BMEG 200, PHYS 159. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,310,4,Introduction to Bioinformatics,"Principles behind the methods of bioinformatics. The use of bioinformatics databases and tools for solving problems in genomics, proteomics, structural biology and evolutionary biology. [3-0-2] Prerequisite: BMEG 245 and one of CPEN 221, CPEN 223. This course is not eligible for Credit/D/Fail grading.","BMEG 245 and one of CPEN 221, CPEN 223. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,320,3,Bioengineering Feedback Systems and Controls,"Modelling, analysis and simulation of dynamic systems; system modelling by state space; linearization; feedback, stability and sensitivity; control system design. Examples from biological systems, assistive systems and biomedical equipment. [3-0-1] Prerequisite: Either (a) BMEG 220 or (b) all of ELEC 221, ELEC 201, ELEC 202. This course is not eligible for Credit/D/Fail grading.","Either (a) BMEG 220 or (b) all of ELEC 221, ELEC 201, ELEC 202. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,321,3,Biomedical Instrumentation,"Fundamental working principles of medical instruments used for measurements of nervous, respiratory and circulatory systems with focus on biopotential signals. Other topics include medical imaging, as well as minimally invasive and robotic surgery. Credit will only be granted for one of BMEG 321, ELEC 371. [2-3-0] Prerequisite: Either (a) MATH 256 or (b) all of MATH 265, MATH 267; and either (a) BMEG 220 or (b) one of ELEC 211, PHYS 301 and one of ELEC 201, ELEC 204. This course is not eligible for Credit/D/Fail grading.","Either (a) MATH 256 or (b) all of MATH 265, MATH 267; and either (a) BMEG 220 or (b) one of ELEC 211, PHYS 301 and one of ELEC 201, ELEC 204. This course is not eligible for Credit/D/Fail grading.",,"Fundamental working principles of medical instruments used for measurements of nervous, respiratory and circulatory systems with focus on biopotential signals. Other topics include medical imaging, as well as minimally invasive and robotic surgery. Credit will only be granted for one of BMEG 321, ELEC 371. [2-3-0] Prerequisite: Either (a) MATH 256 or (b) all of MATH 265, MATH 267; and either (a) BMEG 220 or (b) one of ELEC 211, PHYS 301 and one of ELEC 201, ELEC 204. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,330,3,Biomechanics II,"Principles and common elements of sports-, orthopaedic-, injury- and cellular length-biomechanics. Improving sports performance and preventing overuse injuries through sports biomechanics, designing orthopaedic implants through orthopaedic biomechanics, preventing injuries through injury biomechanics and identifying and filtering cancerous blood cells through cellular biomechanics. Students who have received credit for MECH 435 cannot also receive credit for BMEG 230 or BMEG 330. [3-0-1] Prerequisite: BMEG 230. This course is not eligible for Credit/D/Fail grading.",BMEG 230. This course is not eligible for Credit/D/Fail grading.,,
BMEG,_V,350,4,Human Structure/Function from Cells to Systems,"Human anatomy, histology and physiology with examples from biomedical engineering. Anatomical compartmentation and function regulation; homeostatic control systems, sensors and effectors; intercellular communication strategies; and cellular and organ function assessment. [4-0-0] Prerequisite: All of BMEG 245, BMEG 250. This course is not eligible for Credit/D/Fail grading.","All of BMEG 245, BMEG 250. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,357,3,Biomedical Engineering Design II,"Creating innovations in biomedical technologies. Supervised design process for clinical clients, involving the building, testing, and verification of prototypes with potential users. [3*-3*-0] Prerequisite: BMEG 257. This course is not eligible for Credit/D/Fail grading.",BMEG 257. This course is not eligible for Credit/D/Fail grading.,,
BMEG,_V,371,3,Transport Phenomena within Cells and Tissues,"Fluid flow and mass transport analysis within healthy and diseased cells and tissues using mathematics. Drug delivery and tissue engineering. [3-0-2*] Prerequisite: One of MATH 253, MATH 217 and either (a) MATH 256 or (b) all of MATH 255, MATH 257. Equivalency: CHBE 470 This course is not eligible for Credit/D/Fail grading.","One of MATH 253, MATH 217 and either (a) MATH 256 or (b) all of MATH 255, MATH 257. Equivalency: CHBE 470 This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,372,3,Biomedical Materials and Drug Delivery,"Biomaterials science/engineering applied to design and synthesis of drug delivery systems. Biomaterial types, synthesis and testing; the use of biomaterials; biological response; biocompatibility and degradation; drug delivery systems; nanocarriers; modification of polymers; liposomes and micelles; nucleic acid, transdermal and oral delivery. [3-0-1] Prerequisite: All of BMEG 250, CHEM 123. This course is not eligible for Credit/D/Fail grading.","All of BMEG 250, CHEM 123. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,373,3,Microfluidics,Advantages and disadvantages of miniaturization of complex fluid flow processes. Manipulating liquid flow; electrophoretic velocity and mobility; serial dilution; capillary electrophoresis; integrated microfluidic platforms; and blood and the motility of bacteria. [3-0-0] This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,374,3,Cellular Bioengineering: Laboratory & Design,"Fundamental genetic, molecular, and tissue engineering techniques. Design of experiments and tools related to these essential cellular bioengineering techniques. [1-3-1] Prerequisite: BMEG 245. This course is not eligible for Credit/D/Fail grading.",BMEG 245. This course is not eligible for Credit/D/Fail grading.,,
BMEG,_V,401,3,Economics of Healthcare Solutions,"Canadian and USA engineering economics in BME and healthcare systems. Economic equivalence, cost estimation, risk assessment, regulatory frameworks, economic optimization, intangible factors, ethics, sustainability, financial tools, commercialization and regulator regimes. [3-0-0]",,,
BMEG,_V,402,3,"Impact of Biomedical Engineering on Society, Sustainability and Environmental Stewardship","Impact of biomedical engineering on health, safety, and political, cultural, economical and environmental implications of biomedical engineering design. This course is not eligible for Credit/D/Fail grading.",,,
BMEG,_V,410,3,"Biomedical Equipment, Physiology, and Anatomy","Principles and operation of biomedical equipment for cardiovascular system, respiratory system, renal dialysis, endoscopy, surgery, and imaging. Functional relationships of biomedical equipment to physiology and anatomy of major body systems. Credit will be granted for only one of BMEG 410 or BMEG 510. [3-0-2*]",,,"Principles and operation of biomedical equipment for cardiovascular system, respiratory system, renal dialysis, endoscopy, surgery, and imaging. Functional relationships of biomedical equipment to physiology and anatomy of major body systems. Credit will be granted for only one of BMEG 410 or BMEG 510. [3-0-2*]"
BMEG,_V,420,3,Medical Imaging,"Physical principles of ultrasound, magnetic resonance, computed tomography, X-ray projection imaging and molecular imaging in medical imaging for diagnostics, therapeutics and interventions. [3-0-0] Prerequisite: One of BMEG 220, BMEG 250 and one of BMEG 321, ELEC 371. Equivalency: ELEC 471","One of BMEG 220, BMEG 250 and one of BMEG 321, ELEC 371. Equivalency: ELEC 471",,
BMEG,_V,421,3,Linear Systems in Optics,"Linear system theory and Fourier Optics, applications in optics including wave propagation and image quality assessment. Credit will be granted for only one of BMEG 421 or BMEG 521. Prerequisite: ELEC 221. This course is not eligible for Credit/D/Fail grading.",ELEC 221. This course is not eligible for Credit/D/Fail grading.,,"Linear system theory and Fourier Optics, applications in optics including wave propagation and image quality assessment. Credit will be granted for only one of BMEG 421 or BMEG 521. Prerequisite: ELEC 221. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,422,3,Modern Biomedical Optical Imaging,"Advanced multimodal optical imaging concepts, fundamental optics, optical OCT theories, advanced modern OCT technologies, and OCT application in clinical medicine and biomedical engineering. Credit will be granted for only one of BMEG 422 or BMEG 522. Prerequisite: BMEG 421. This course is not eligible for Credit/D/Fail grading.",BMEG 421. This course is not eligible for Credit/D/Fail grading.,,"Advanced multimodal optical imaging concepts, fundamental optics, optical OCT theories, advanced modern OCT technologies, and OCT application in clinical medicine and biomedical engineering. Credit will be granted for only one of BMEG 422 or BMEG 522. Prerequisite: BMEG 421. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,423,3,Clinical Informatics,"Fundamental concepts in clinical information systems, decision support, and mobile health. Application of information engineering to health care, including the management and use of patient health and well-being information. Credit will be granted for only one of BMEG 423 or BMEG 523. This course is not eligible for Credit/D/Fail grading.",,,"Fundamental concepts in clinical information systems, decision support, and mobile health. Application of information engineering to health care, including the management and use of patient health and well-being information. Credit will be granted for only one of BMEG 423 or BMEG 523. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,424,3,Genome Informatics,"Principles and best practices in analyzing genomics data. Genome architecture, mappability, repeat elements, ChIP-seq, open chromatin, histone modifications, single cell technologies, genome wide association studies, statistical analyses, computational analysis, data processing. Credit will be granted for only one of BMEG 424 or BMEG 524. Prerequisite: BMEG 310. or equivalent. This course is not eligible for Credit/D/Fail grading.",BMEG 310. or equivalent. This course is not eligible for Credit/D/Fail grading.,,"Principles and best practices in analyzing genomics data. Genome architecture, mappability, repeat elements, ChIP-seq, open chromatin, histone modifications, single cell technologies, genome wide association studies, statistical analyses, computational analysis, data processing. Credit will be granted for only one of BMEG 424 or BMEG 524. Prerequisite: BMEG 310. or equivalent. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,425,3,Biomedical Robotics,"Biomedical robotics, mathematical fundamentals of kinematics, dynamics and control of robots by human operators, and applications of biomedical robotics. Prerequisite: MATH 152 and one of BMEG 320, ELEC 221. This course is not eligible for Credit/D/Fail grading.","MATH 152 and one of BMEG 320, ELEC 221. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,426,3,Synthetic Biology Intensive,"Core skills in DNA device engineering, molecular biology, mammalian cell culture, and data analysis through a self-led, real-world experimental and scientific reporting journey. Prerequisite: BMEG_V 245. This course is not eligible for Credit/D/Fail grading.",BMEG_V 245. This course is not eligible for Credit/D/Fail grading.,,
BMEG,_V,455,3,Professionalism and Ethics in Biomedical Engineering,"Ethical, equity, and diversity issues and professionalism in Biomedical Engineering practice and design. Case studies and design projects will be used to expand on the foundation of biomedical engineering design, applying real-world ethical dilemmas including professional, medical, and research ethics. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
BMEG,_V,456,3,Clinical and Industrial Biomedical Engineering,"Principles of clinical practice, Canadian healthcare system, medical approach to diagnosis, ethics and regulations for clinical trials, medical technology management, medical device development and standards, biostatistics. Credit will be granted for only one of BMEG 257, BMEG 456, BMEG 556. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,"Principles of clinical practice, Canadian healthcare system, medical approach to diagnosis, ethics and regulations for clinical trials, medical technology management, medical device development and standards, biostatistics. Credit will be granted for only one of BMEG 257, BMEG 456, BMEG 556. [3-0-0] This course is not eligible for Credit/D/Fail grading."
BMEG,_V,457,6,Biomedical Engineering Design Project,"Capstone design and development of a practical biomedical device or system. Projects provided by local industry and engineering research laboratories. [1-3-1; 1-3-1] Prerequisite: All of BMEG 350, BMEG 357.","All of BMEG 350, BMEG 357.",,
BMEG,_V,470,3,Cellular Responses to Forces and Biomaterials,"Mechanical forces and biomaterials regulating cellular functions critical to tissue development, regeneration and repair. [3-0-0] Prerequisite: All of BMEG 245, BMEG 250, BMEG 350.","All of BMEG 245, BMEG 250, BMEG 350.",,
BMEG,_V,474,3,Stem Cells and Regenerative Medicine,"Biology and applications of stem cells in regenerative medicine. Modelling human biology and disease in vitro and in vivo. Regulatory and commercialization pathways for regenerative medicine innovations. [3-0-0] Prerequisite: All of BMEG 245, BMEG 250, BMEG 350. This course is not eligible for Credit/D/Fail grading.","All of BMEG 245, BMEG 250, BMEG 350. This course is not eligible for Credit/D/Fail grading.",,
BMEG,_V,495,3,Biomaterials,"Engineered materials in medical applications with an emphasis on material properties, functionality, design, and material response in the biological environment. Credit will be granted for only one of MTRL 495 or BMEG 495. [2-0-2] Prerequisite: APSC 278. This course is not eligible for Credit/D/Fail grading.",APSC 278. This course is not eligible for Credit/D/Fail grading.,,"Engineered materials in medical applications with an emphasis on material properties, functionality, design, and material response in the biological environment. Credit will be granted for only one of MTRL 495 or BMEG 495. [2-0-2] Prerequisite: APSC 278. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,500,1,Orientation to Clinical Environment,Operation of biomedical and clinical engineering facilities at hospitals. Daily activities of healthcare workers. Patients experience. This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,501,4,Interdisciplinary Team Project in Medical Technology Innovation,This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,510,4,Anatomy and Physiology with Applications to Biomedical Devices,Anatomical structures and physiological principles of major body systems. Functional connections to operation of diagnostic and therapeutic equipment. Exploration of recent advances. Credit will be granted for only one of BMEG 410 or BMEG 510. This course is not eligible for Credit/D/Fail grading.,,,Anatomical structures and physiological principles of major body systems. Functional connections to operation of diagnostic and therapeutic equipment. Exploration of recent advances. Credit will be granted for only one of BMEG 410 or BMEG 510. This course is not eligible for Credit/D/Fail grading.
BMEG,_V,511,3,Fundamentals of Applied Pathophysiology in Biomedical Engineering,This course is not eligible for Credit/D/Fail grading.,,,
